date,canteen,product_id,unit_sold,total_sales,weather,season,academic_calendar,time_of_sale,product_name,price,cost
7/18/2022,D,2501,12,724,Sunny,Rainy,Fall,Evening,Bhel Puri,104,84
7/18/2022,A,2502,20,2509,Sunny,Rainy,Fall,Evening,Grilled Vegetable Sandwich,125,72
7/18/2022,C,2503,3,310,Sunny,Rainy,Fall,Evening,Chikki,103,19
7/18/2022,C,2504,15,1850,Sunny,Rainy,Fall,Morning,Vegetable Pulao,123,54
7/18/2022,D,2505,5,167,Sunny,Rainy,Fall,Morning,Spring Rolls,71,51
7/18/2022,D,2506,2,196,Sunny,Rainy,Fall,Evening,"Dosa (Plain, Masala)",98,82
7/18/2022,E,2507,19,352,Sunny,Rainy,Fall,Afternoon,Falafel Plate,55,35
7/18/2022,A,2508,14,1235,Sunny,Rainy,Fall,Afternoon,French Fries,88,71
7/19/2022,A,2509,3,328,Cloudy,Rainy,Summer,Evening,Kheer,109,24
7/19/2022,B,2510,20,250,Cloudy,Rainy,Summer,Evening,Pani Puri/Golgappa,53,33
7/19/2022,A,2511,13,613,Cloudy,Rainy,Summer,Afternoon,Caesar Salad,90,70
7/19/2022,D,2512,13,828,Cloudy,Rainy,Summer,Afternoon,Energy Drinks,64,45
7/19/2022,D,2513,0,0,Cloudy,Rainy,Summer,Morning,Vada Pav,88,11
7/19/2022,C,2514,7,361,Cloudy,Rainy,Summer,Evening,Aloo Chaat,52,10
7/19/2022,B,2515,11,293,Cloudy,Rainy,Summer,Morning,Bhel Puri,113,93
7/20/2022,B,2516,1,109,Windy,Rainy,Summer,Evening,Kheer,109,24
7/20/2022,E,2517,0,0,Windy,Rainy,Summer,Afternoon,Fruit Custard,76,56
7/20/2022,A,2518,8,210,Windy,Rainy,Summer,Morning,Pad Thai,71,51
7/20/2022,D,2519,12,327,Windy,Rainy,Summer,Evening,Dhokla,77,57
7/20/2022,D,2520,1,123,Windy,Rainy,Summer,Morning,Sushi Rolls (Veg),123,32
7/20/2022,D,2521,6,650,Windy,Rainy,Summer,Afternoon,Quesadillas,108,49
7/20/2022,E,2522,5,302,Windy,Rainy,Summer,Afternoon,Bhel Puri,104,84
7/20/2022,A,2523,11,971,Windy,Rainy,Summer,Afternoon,French Fries,88,71
7/20/2022,C,2524,13,562,Windy,Rainy,Summer,Morning,Spaghetti Aglio e Olio,107,87
7/20/2022,B,2525,20,667,Windy,Rainy,Summer,Afternoon,Spring Rolls,71,51
7/20/2022,B,2526,10,432,Windy,Rainy,Summer,Afternoon,Spaghetti Aglio e Olio,107,87
7/21/2022,A,2527,8,439,Snowy,Rainy,Fall,Evening,Ice Cream (various flavors),55,35
7/21/2022,B,2528,10,889,Snowy,Rainy,Fall,Afternoon,Lemonade,89,7
7/21/2022,C,2529,9,628,Snowy,Rainy,Fall,Afternoon,Pasta (various sauces),105,85
7/21/2022,D,2530,11,913,Snowy,Rainy,Fall,Afternoon,Oats Pancakes,83,74
7/21/2022,B,2531,11,300,Snowy,Rainy,Fall,Afternoon,Dhokla,77,57
7/21/2022,C,2532,13,713,Snowy,Rainy,Fall,Morning,Ice Cream (various flavors),55,35
7/21/2022,E,2533,8,1108,Snowy,Rainy,Fall,Morning,Brown Rice Bowl,139,14
7/21/2022,E,2534,8,1178,Snowy,Rainy,Fall,Evening,Fruit Juice (various types),147,76
7/21/2022,A,2535,13,227,Snowy,Rainy,Fall,Afternoon,Greek Yogurt with Fruits,52,32
7/21/2022,E,2536,3,254,Snowy,Rainy,Fall,Evening,Pizza (Veg/Non-Veg),85,41
7/22/2022,C,2537,6,68,Rainy,Rainy,Winter,Afternoon,Dhokla,113,93
7/22/2022,B,2538,14,175,Rainy,Rainy,Winter,Morning,Pani Puri/Golgappa,53,33
7/22/2022,A,2539,9,266,Rainy,Rainy,Winter,Morning,Coffee,54,34
7/22/2022,B,2540,16,877,Rainy,Rainy,Winter,Morning,Ice Cream (various flavors),55,35
7/22/2022,D,2541,16,1681,Rainy,Rainy,Winter,Evening,Burger (Veg/Non-Veg),105,60
7/23/2022,A,2542,13,924,Rainy,Rainy,Break,Evening,Nachos,101,81
7/23/2022,E,2543,2,279,Rainy,Rainy,Break,Afternoon,Sev Puri,140,63
7/23/2022,A,2544,11,913,Rainy,Rainy,Break,Evening,Oats Pancakes,83,74
7/23/2022,A,2545,6,664,Rainy,Rainy,Break,Afternoon,Lassi (Sweet/Salty),111,77
7/23/2022,C,2546,18,1891,Rainy,Rainy,Break,Evening,Burger (Veg/Non-Veg),105,60
7/23/2022,B,2547,18,524,Rainy,Rainy,Break,Afternoon,Pakora (Bhaji),29,8
7/23/2022,E,2548,9,736,Rainy,Rainy,Break,Morning,Mixed Bean Salad,82,9
7/23/2022,E,2549,10,889,Rainy,Rainy,Break,Evening,Lemonade,89,7
7/23/2022,D,2550,11,1204,Rainy,Rainy,Break,Evening,Kheer,109,24
7/24/2022,D,2551,15,917,Cloudy,Rainy,Spring,Morning,Wraps and Rolls,61,15
7/24/2022,A,2552,20,1422,Cloudy,Rainy,Spring,Morning,Nachos,101,81
7/24/2022,D,2553,15,1348,Cloudy,Rainy,Spring,Evening,Hakka Noodles,90,56
7/24/2022,B,2554,3,142,Cloudy,Rainy,Spring,Afternoon,Caesar Salad,90,70
7/24/2022,B,2555,15,1576,Cloudy,Rainy,Spring,Evening,Burger (Veg/Non-Veg),105,60
7/24/2022,D,2556,0,0,Cloudy,Rainy,Spring,Evening,Dal Makhani,108,58
7/24/2022,C,2557,14,466,Cloudy,Rainy,Spring,Afternoon,Rasgulla,109,89
7/24/2022,A,2558,15,955,Cloudy,Rainy,Spring,Afternoon,Energy Drinks,64,45
7/24/2022,E,2559,6,535,Cloudy,Rainy,Spring,Afternoon,Samosa,89,40
7/24/2022,E,2560,19,1199,Cloudy,Rainy,Spring,Morning,Burrito Bowl,116,96
7/25/2022,C,2561,16,2203,Windy,Rainy,Winter,Evening,Pav Bhaji,138,80
7/25/2022,B,2562,11,170,Windy,Rainy,Winter,Afternoon,Maggi Noodles,49,29
7/25/2022,A,2563,12,734,Windy,Rainy,Winter,Afternoon,Wraps and Rolls,61,15
7/25/2022,C,2564,12,137,Windy,Rainy,Winter,Morning,Dhokla,113,93
7/25/2022,A,2565,13,446,Windy,Rainy,Winter,Afternoon,Fruit Custard,76,56
7/25/2022,C,2566,10,892,Windy,Rainy,Winter,Evening,Samosa,89,40
7/25/2022,C,2567,14,1278,Windy,Rainy,Winter,Afternoon,Biryani (Veg/Non-Veg),91,72
7/25/2022,E,2568,9,875,Windy,Rainy,Winter,Evening,Misal Pav,97,81
7/26/2022,A,2569,6,838,Windy,Rainy,Spring,Afternoon,Sev Puri,140,63
7/26/2022,B,2570,14,995,Windy,Rainy,Spring,Evening,Nachos,101,81
7/26/2022,A,2571,4,420,Windy,Rainy,Spring,Afternoon,Burger (Veg/Non-Veg),105,60
7/26/2022,E,2572,0,0,Windy,Rainy,Spring,Evening,Pani Puri/Golgappa,53,33
7/26/2022,B,2573,0,0,Windy,Rainy,Spring,Afternoon,Bhel Puri,113,93
7/26/2022,B,2574,16,279,Windy,Rainy,Spring,Evening,Greek Yogurt with Fruits,52,32
7/27/2022,D,2575,10,515,Snowy,Rainy,Holiday,Evening,Aloo Chaat,52,10
7/27/2022,B,2576,2,272,Snowy,Rainy,Holiday,Afternoon,Coconut Water,136,64
7/27/2022,C,2577,17,1026,Snowy,Rainy,Holiday,Evening,Bhel Puri,104,84
7/27/2022,D,2578,8,664,Snowy,Rainy,Holiday,Morning,Oats Pancakes,83,74
7/27/2022,C,2579,11,1214,Snowy,Rainy,Holiday,Evening,Rajma Chawal,110,31
7/27/2022,E,2580,0,0,Snowy,Rainy,Holiday,Afternoon,Pasta (various sauces),105,85
7/27/2022,C,2581,5,172,Snowy,Rainy,Holiday,Afternoon,Fruit Custard,76,56
7/28/2022,B,2582,16,1652,Snowy,Rainy,Break,Evening,Chikki,103,19
7/28/2022,C,2583,20,1273,Snowy,Rainy,Break,Afternoon,Aloo Tikki,108,88
7/28/2022,D,2584,4,393,Snowy,Rainy,Break,Evening,"Dosa (Plain, Masala)",98,82
7/28/2022,B,2585,11,1537,Snowy,Rainy,Break,Morning,Sev Puri,140,63
7/28/2022,B,2586,3,270,Snowy,Rainy,Break,Afternoon,Hakka Noodles,90,56
7/28/2022,D,2587,0,0,Snowy,Rainy,Break,Afternoon,Sooji Halwa,52,20
7/28/2022,D,2588,9,1152,Snowy,Rainy,Break,Afternoon,Whole Wheat Wraps,128,85
7/29/2022,E,2589,0,0,Snowy,Rainy,Exam,Morning,Gulab Jamun,128,79
7/29/2022,C,2590,16,1403,Snowy,Rainy,Exam,Morning,Chai (Tea),111,91
7/29/2022,E,2591,4,353,Snowy,Rainy,Exam,Afternoon,Steamed Dumplings,88,59
7/29/2022,B,2592,7,674,Snowy,Rainy,Exam,Morning,Jalebi,96,15
7/29/2022,C,2593,15,558,Snowy,Rainy,Exam,Afternoon,Greek Salad,37,13
7/29/2022,E,2594,19,553,Snowy,Rainy,Exam,Evening,Pakora (Bhaji),29,8
7/29/2022,E,2595,4,353,Snowy,Rainy,Exam,Evening,Steamed Dumplings,88,59
7/29/2022,B,2596,7,878,Snowy,Rainy,Exam,Morning,Grilled Vegetable Sandwich,125,72
7/29/2022,B,2597,2,279,Snowy,Rainy,Exam,Evening,Sev Puri,140,63
7/29/2022,C,2598,13,378,Snowy,Rainy,Exam,Evening,Pakora (Bhaji),29,8
7/30/2022,C,2599,20,1207,Windy,Rainy,Summer,Afternoon,Bhel Puri,104,84
7/30/2022,B,2600,14,1259,Windy,Rainy,Summer,Afternoon,Hakka Noodles,90,56
7/30/2022,B,2601,12,748,Windy,Rainy,Summer,Evening,Milkshake (various flavors),103,83
7/30/2022,E,2602,2,175,Windy,Rainy,Summer,Evening,Chai (Tea),111,91
7/30/2022,B,2603,6,661,Windy,Rainy,Summer,Afternoon,Pesarattu,110,90
7/30/2022,E,2604,20,1492,Windy,Rainy,Summer,Morning,Quinoa Salad,75,42
7/30/2022,C,2605,18,2650,Windy,Rainy,Summer,Evening,Fruit Juice (various types),147,76
7/30/2022,E,2606,18,947,Windy,Rainy,Summer,Afternoon,Thai Green Curry,53,44
7/31/2022,E,2607,13,1566,Cloudy,Rainy,Holiday,Evening,Vegetable Stir Fry,120,95
7/31/2022,A,2608,19,707,Cloudy,Rainy,Holiday,Evening,Greek Salad,37,13
7/31/2022,D,2609,11,978,Cloudy,Rainy,Holiday,Evening,Lemonade,89,7
7/31/2022,A,2610,12,431,Cloudy,Rainy,Holiday,Morning,Paneer Tikka,110,90
7/31/2022,C,2611,7,442,Cloudy,Rainy,Holiday,Evening,Burrito Bowl,116,96
8/1/2022,D,2612,5,442,Windy,Rainy,Fall,Afternoon,Vada Pav,88,11
8/1/2022,D,2613,4,482,Windy,Rainy,Fall,Morning,Vegetable Stir Fry,120,95
8/1/2022,D,2614,10,913,Windy,Rainy,Fall,Evening,Biryani (Veg/Non-Veg),91,72
8/1/2022,E,2615,12,829,Windy,Rainy,Fall,Evening,Buttermilk (Chaas),104,84
8/1/2022,E,2616,11,899,Windy,Rainy,Fall,Evening,Mixed Bean Salad,82,9
8/1/2022,A,2617,3,164,Windy,Rainy,Fall,Afternoon,Ice Cream (various flavors),55,35
8/1/2022,E,2618,16,877,Windy,Rainy,Fall,Afternoon,Ice Cream (various flavors),55,35
8/1/2022,A,2619,0,0,Windy,Rainy,Fall,Evening,Sushi Rolls (Veg),123,32
8/1/2022,A,2620,4,554,Windy,Rainy,Fall,Afternoon,Brown Rice Bowl,139,14
8/1/2022,D,2621,6,200,Windy,Rainy,Fall,Evening,Spring Rolls,71,51
8/1/2022,C,2622,17,1861,Windy,Rainy,Fall,Evening,Kheer,109,24
8/1/2022,A,2623,16,692,Windy,Rainy,Fall,Morning,Spaghetti Aglio e Olio,107,87
8/1/2022,C,2624,10,359,Windy,Rainy,Fall,Afternoon,Paneer Tikka,110,90
8/1/2022,D,2625,18,778,Windy,Rainy,Fall,Morning,Spaghetti Aglio e Olio,107,87
8/2/2022,E,2626,3,315,Rainy,Rainy,Spring,Evening,Burger (Veg/Non-Veg),105,60
8/2/2022,C,2627,7,325,Rainy,Rainy,Spring,Afternoon,"Soda (Cola, Lemon)",46,43
8/2/2022,A,2628,1,111,Rainy,Rainy,Spring,Evening,Lassi (Sweet/Salty),111,77
8/2/2022,B,2629,12,169,Rainy,Rainy,Spring,Evening,Pav Bhaji,65,45
8/2/2022,E,2630,13,1342,Rainy,Rainy,Spring,Afternoon,Chikki,103,19
8/2/2022,C,2631,0,0,Rainy,Rainy,Spring,Morning,Chai (Tea),111,91
8/2/2022,B,2632,17,735,Rainy,Rainy,Spring,Afternoon,Spaghetti Aglio e Olio,107,87
8/2/2022,E,2633,9,425,Rainy,Rainy,Spring,Morning,Caesar Salad,90,70
8/2/2022,B,2634,8,610,Rainy,Rainy,Spring,Afternoon,Quesadillas,76,58
8/2/2022,A,2635,9,883,Rainy,Rainy,Spring,Evening,"Dosa (Plain, Masala)",98,82
8/3/2022,C,2636,18,617,Sunny,Rainy,Spring,Afternoon,Fruit Custard,76,56
8/3/2022,B,2637,14,402,Sunny,Rainy,Spring,Evening,Onion Rings,29,14
8/3/2022,A,2638,5,688,Sunny,Rainy,Spring,Morning,Pav Bhaji,138,80
8/3/2022,A,2639,8,714,Sunny,Rainy,Spring,Afternoon,Samosa,89,40
8/3/2022,E,2640,0,0,Sunny,Rainy,Spring,Morning,Paneer Tikka,110,90
8/3/2022,B,2641,1,41,Sunny,Rainy,Spring,Evening,Pani Puri,65,45
8/3/2022,A,2642,14,1389,Sunny,Rainy,Spring,Afternoon,Noodles (Chowmein),99,85
8/3/2022,E,2643,13,1079,Sunny,Rainy,Spring,Afternoon,Oats Pancakes,83,74
8/3/2022,D,2644,16,426,Sunny,Rainy,Spring,Morning,Bhel Puri,113,93
8/3/2022,E,2645,0,0,Sunny,Rainy,Spring,Afternoon,Energy Drinks,64,45
8/3/2022,E,2646,12,1067,Sunny,Rainy,Spring,Afternoon,Lemonade,89,7
8/3/2022,B,2647,17,488,Sunny,Rainy,Spring,Morning,Onion Rings,29,14
8/4/2022,D,2648,4,432,Windy,Rainy,Summer,Evening,Dal Makhani,108,58
8/4/2022,B,2649,5,640,Windy,Rainy,Summer,Afternoon,Whole Wheat Wraps,128,85
8/4/2022,A,2650,8,876,Windy,Rainy,Summer,Afternoon,Kheer,109,24
8/4/2022,A,2651,2,259,Windy,Rainy,Summer,Afternoon,Pudding,129,90
8/4/2022,B,2652,10,1032,Windy,Rainy,Summer,Afternoon,Chikki,103,19
8/4/2022,B,2653,4,107,Windy,Rainy,Summer,Morning,Bhel Puri,113,93
8/5/2022,E,2654,2,59,Cloudy,Rainy,Winter,Morning,Coffee,54,34
8/5/2022,D,2655,17,463,Cloudy,Rainy,Winter,Morning,Dhokla,77,57
8/5/2022,B,2656,1,34,Cloudy,Rainy,Winter,Evening,Fruit Custard,76,56
8/5/2022,B,2657,15,1144,Cloudy,Rainy,Winter,Evening,Quesadillas,76,58
8/5/2022,A,2658,11,978,Cloudy,Rainy,Winter,Morning,Lemonade,89,7
8/6/2022,C,2659,18,928,Snowy,Rainy,Fall,Evening,Aloo Chaat,52,10
8/6/2022,A,2660,3,79,Snowy,Rainy,Fall,Morning,Pad Thai,71,51
8/6/2022,C,2661,17,1875,Snowy,Rainy,Fall,Evening,Rajma Chawal,110,31
8/6/2022,A,2662,7,735,Snowy,Rainy,Fall,Morning,Burger (Veg/Non-Veg),105,60
8/6/2022,E,2663,20,2409,Snowy,Rainy,Fall,Morning,Vegetable Stir Fry,120,95
8/7/2022,B,2664,9,1247,Windy,Rainy,Exam,Evening,Brown Rice Bowl,139,14
8/7/2022,B,2665,13,346,Windy,Rainy,Exam,Morning,Bhel Puri,113,93
8/7/2022,E,2666,8,770,Windy,Rainy,Exam,Morning,Jalebi,96,15
8/7/2022,A,2667,1,75,Windy,Rainy,Exam,Afternoon,Quinoa Salad,75,42
8/7/2022,C,2668,8,100,Windy,Rainy,Exam,Morning,Pani Puri/Golgappa,53,33
8/7/2022,D,2669,9,1099,Windy,Rainy,Exam,Morning,Avocado Toast,122,65
8/7/2022,A,2670,13,1160,Windy,Rainy,Exam,Evening,Samosa,89,40
8/7/2022,E,2671,18,1590,Windy,Rainy,Exam,Evening,Vada Pav,88,11
8/7/2022,B,2672,13,1599,Windy,Rainy,Exam,Evening,Sushi Rolls (Veg),123,32
8/7/2022,E,2673,0,0,Windy,Rainy,Exam,Morning,Steamed Dumplings,88,59
8/8/2022,D,2674,10,1285,Windy,Rainy,Break,Morning,Gulab Jamun,128,79
8/8/2022,E,2675,0,0,Windy,Rainy,Break,Evening,Hakka Noodles,90,56
8/8/2022,C,2676,11,1380,Windy,Rainy,Break,Morning,Grilled Vegetable Sandwich,125,72
8/8/2022,E,2677,18,947,Windy,Rainy,Break,Afternoon,Thai Green Curry,53,44
8/8/2022,D,2678,0,0,Windy,Rainy,Break,Morning,Fruit Juice (various types),147,76
8/8/2022,C,2679,8,233,Windy,Rainy,Break,Afternoon,Pakora (Bhaji),29,8
8/8/2022,E,2680,11,1136,Windy,Rainy,Break,Afternoon,Chikki,103,19
8/8/2022,E,2681,20,2570,Windy,Rainy,Break,Morning,Gulab Jamun,128,79
8/9/2022,C,2682,7,978,Windy,Rainy,Spring,Afternoon,Sev Puri,140,63
8/9/2022,B,2683,11,300,Windy,Rainy,Spring,Morning,Dhokla,77,57
8/9/2022,C,2684,13,1438,Windy,Rainy,Spring,Morning,Lassi (Sweet/Salty),111,77
8/9/2022,B,2685,3,209,Windy,Rainy,Spring,Morning,Pasta (various sauces),105,85
8/9/2022,B,2686,10,287,Windy,Rainy,Spring,Morning,Onion Rings,29,14
8/9/2022,C,2687,10,296,Windy,Rainy,Spring,Morning,Coffee,54,34
8/9/2022,C,2688,17,297,Windy,Rainy,Spring,Afternoon,Greek Yogurt with Fruits,52,32
8/9/2022,D,2689,9,467,Windy,Rainy,Spring,Evening,Sooji Halwa,52,20
8/10/2022,C,2690,16,549,Rainy,Rainy,Spring,Morning,Fruit Custard,76,56
8/10/2022,B,2691,10,548,Rainy,Rainy,Spring,Evening,Ice Cream (various flavors),55,35
8/10/2022,E,2692,5,646,Rainy,Rainy,Spring,Morning,Pudding,129,90
8/10/2022,B,2693,1,60,Rainy,Rainy,Spring,Morning,Brownies,98,78
8/10/2022,B,2694,4,589,Rainy,Rainy,Spring,Evening,Fruit Juice (various types),147,76
8/10/2022,A,2695,10,848,Rainy,Rainy,Spring,Evening,Pizza (Veg/Non-Veg),85,41
8/10/2022,D,2696,1,33,Rainy,Rainy,Spring,Evening,Rasgulla,109,89
8/11/2022,C,2697,11,511,Snowy,Rainy,Summer,Evening,"Soda (Cola, Lemon)",46,43
8/11/2022,B,2698,11,1497,Snowy,Rainy,Summer,Morning,Coconut Water,136,64
8/11/2022,A,2699,5,525,Snowy,Rainy,Summer,Morning,Burger (Veg/Non-Veg),105,60
8/11/2022,C,2700,13,1289,Snowy,Rainy,Summer,Evening,Noodles (Chowmein),99,85
8/11/2022,B,2701,19,1676,Snowy,Rainy,Summer,Morning,French Fries,88,71
8/12/2022,E,2702,17,1881,Sunny,Rainy,Fall,Afternoon,Lassi (Sweet/Salty),111,77
8/12/2022,B,2703,4,255,Sunny,Rainy,Fall,Morning,Energy Drinks,64,45
8/12/2022,D,2704,17,646,Sunny,Rainy,Fall,Afternoon,Fried Rice (Veg/Non-Veg),38,21
8/12/2022,E,2705,10,518,Sunny,Rainy,Fall,Afternoon,Sooji Halwa,52,20
8/12/2022,E,2706,16,1765,Sunny,Rainy,Fall,Evening,Rajma Chawal,110,31
8/12/2022,B,2707,12,618,Sunny,Rainy,Fall,Morning,Aloo Chaat,52,10
8/13/2022,D,2708,6,223,Snowy,Rainy,Spring,Evening,Greek Salad,37,13
8/13/2022,D,2709,14,892,Snowy,Rainy,Spring,Afternoon,Energy Drinks,64,45
8/14/2022,B,2710,3,191,Cloudy,Rainy,Holiday,Evening,Energy Drinks,64,45
8/14/2022,E,2711,13,1079,Cloudy,Rainy,Holiday,Afternoon,Oats Pancakes,83,74
8/14/2022,A,2712,19,1553,Cloudy,Rainy,Holiday,Afternoon,Mixed Bean Salad,82,9
8/14/2022,B,2713,7,108,Cloudy,Rainy,Holiday,Morning,Maggi Noodles,49,29
8/14/2022,C,2714,6,158,Cloudy,Rainy,Holiday,Evening,Sandwiches (various fillings),26,10
8/15/2022,A,2715,13,1432,Rainy,Rainy,Break,Afternoon,Pesarattu,110,90
8/15/2022,C,2716,6,753,Rainy,Rainy,Break,Morning,Grilled Vegetable Sandwich,125,72
8/15/2022,C,2717,10,624,Rainy,Rainy,Break,Evening,Milkshake (various flavors),103,83
8/15/2022,A,2718,20,2204,Rainy,Rainy,Break,Morning,Pesarattu,110,90
8/15/2022,D,2719,6,619,Rainy,Rainy,Break,Evening,Chikki,103,19
8/15/2022,C,2720,14,1686,Rainy,Rainy,Break,Morning,Vegetable Stir Fry,120,95
8/15/2022,B,2721,3,419,Rainy,Rainy,Break,Morning,Sev Puri,140,63
8/15/2022,A,2722,7,266,Rainy,Rainy,Break,Morning,Fried Rice (Veg/Non-Veg),38,21
8/15/2022,B,2723,10,698,Rainy,Rainy,Break,Morning,Pasta (various sauces),105,85
8/15/2022,C,2724,11,579,Rainy,Rainy,Break,Evening,Thai Green Curry,53,44
8/15/2022,C,2725,11,1004,Rainy,Rainy,Break,Morning,Biryani (Veg/Non-Veg),91,72
8/15/2022,E,2726,3,413,Rainy,Rainy,Break,Afternoon,Pav Bhaji,138,80
8/16/2022,E,2727,6,194,Windy,Rainy,Holiday,Evening,Ragda Pattice,92,72
8/16/2022,D,2728,1,111,Windy,Rainy,Holiday,Morning,Dahi Puri,111,91
8/16/2022,B,2729,13,1140,Windy,Rainy,Holiday,Afternoon,Chai (Tea),111,91
8/16/2022,D,2730,14,480,Windy,Rainy,Holiday,Morning,Fruit Custard,76,56
8/16/2022,A,2731,10,631,Windy,Rainy,Holiday,Evening,Burrito Bowl,116,96
8/16/2022,B,2732,17,1410,Windy,Rainy,Holiday,Morning,Oats Pancakes,83,74
8/16/2022,C,2733,17,700,Windy,Rainy,Holiday,Afternoon,Pani Puri,65,45
8/16/2022,E,2734,0,0,Windy,Rainy,Holiday,Evening,"Soda (Cola, Lemon)",46,43
8/16/2022,B,2735,15,1920,Windy,Rainy,Holiday,Evening,Whole Wheat Wraps,128,85
8/16/2022,C,2736,11,1214,Windy,Rainy,Holiday,Morning,Rajma Chawal,110,31
8/16/2022,C,2737,6,526,Windy,Rainy,Holiday,Afternoon,Chai (Tea),111,91
8/16/2022,B,2738,7,303,Windy,Rainy,Holiday,Evening,Spaghetti Aglio e Olio,107,87
8/16/2022,D,2739,18,987,Windy,Rainy,Holiday,Afternoon,Ice Cream (various flavors),55,35
8/16/2022,D,2740,0,0,Windy,Rainy,Holiday,Morning,Hakka Noodles,90,56
8/17/2022,E,2741,7,108,Snowy,Rainy,Holiday,Morning,Maggi Noodles,49,29
8/17/2022,C,2742,1,53,Snowy,Rainy,Holiday,Afternoon,Thai Green Curry,53,44
8/17/2022,D,2743,11,395,Snowy,Rainy,Holiday,Morning,Paneer Tikka,110,90
8/17/2022,C,2744,17,1082,Snowy,Rainy,Holiday,Morning,Aloo Tikki,108,88
8/17/2022,D,2745,8,123,Snowy,Rainy,Holiday,Morning,Maggi Noodles,49,29
8/17/2022,B,2746,10,981,Snowy,Rainy,Holiday,Afternoon,"Dosa (Plain, Masala)",98,82
8/17/2022,B,2747,0,0,Snowy,Rainy,Holiday,Evening,Sooji Halwa,52,20
8/17/2022,B,2748,6,200,Snowy,Rainy,Holiday,Afternoon,Spring Rolls,71,51
8/17/2022,C,2749,17,488,Snowy,Rainy,Holiday,Morning,Onion Rings,29,14
8/17/2022,A,2750,6,657,Snowy,Rainy,Holiday,Morning,Kheer,109,24
8/18/2022,B,2751,8,421,Sunny,Rainy,Summer,Afternoon,Thai Green Curry,53,44
8/18/2022,D,2752,16,419,Sunny,Rainy,Summer,Afternoon,Pad Thai,71,51
8/18/2022,C,2753,11,418,Sunny,Rainy,Summer,Evening,Fried Rice (Veg/Non-Veg),38,21
8/18/2022,C,2754,5,611,Sunny,Rainy,Summer,Evening,Avocado Toast,122,65
8/18/2022,A,2755,20,1273,Sunny,Rainy,Summer,Evening,Aloo Tikki,108,88
8/18/2022,C,2756,4,50,Sunny,Rainy,Summer,Evening,Pani Puri/Golgappa,53,33
8/18/2022,D,2757,5,186,Sunny,Rainy,Summer,Morning,Greek Salad,37,13
8/19/2022,E,2758,15,539,Snowy,Rainy,Exam,Afternoon,Paneer Tikka,110,90
8/19/2022,B,2759,14,452,Snowy,Rainy,Exam,Evening,Ragda Pattice,92,72
8/19/2022,D,2760,7,953,Snowy,Rainy,Exam,Morning,Coconut Water,136,64
8/19/2022,C,2761,16,1728,Snowy,Rainy,Exam,Morning,Dal Makhani,108,58
8/20/2022,B,2762,8,707,Rainy,Rainy,Exam,Morning,Vada Pav,88,11
8/20/2022,B,2763,17,2048,Rainy,Rainy,Exam,Afternoon,Vegetable Stir Fry,120,95
8/21/2022,E,2764,19,2094,Windy,Rainy,Winter,Afternoon,Pesarattu,110,90
8/21/2022,C,2765,4,56,Windy,Rainy,Winter,Afternoon,Pav Bhaji,65,45
8/21/2022,E,2766,12,1070,Windy,Rainy,Winter,Morning,Samosa,89,40
8/21/2022,C,2767,4,353,Windy,Rainy,Winter,Afternoon,French Fries,88,71
8/21/2022,B,2768,8,778,Windy,Rainy,Winter,Morning,Misal Pav,97,81
8/21/2022,C,2769,7,572,Windy,Rainy,Winter,Afternoon,Mixed Bean Salad,82,9
8/21/2022,D,2770,20,2643,Windy,Rainy,Winter,Afternoon,Idli,132,72
8/21/2022,D,2771,20,2190,Windy,Rainy,Winter,Afternoon,Kheer,109,24
8/21/2022,C,2772,13,535,Windy,Rainy,Winter,Evening,Pani Puri,65,45
8/21/2022,B,2773,11,1344,Windy,Rainy,Winter,Evening,Avocado Toast,122,65
8/21/2022,E,2774,10,432,Windy,Rainy,Winter,Evening,Spaghetti Aglio e Olio,107,87
8/22/2022,C,2775,0,0,Sunny,Rainy,Holiday,Morning,Bhel Puri,104,84
8/22/2022,B,2776,17,1873,Sunny,Rainy,Holiday,Morning,Pesarattu,110,90
8/22/2022,E,2777,17,193,Sunny,Rainy,Holiday,Afternoon,Dhokla,113,93
8/22/2022,C,2778,8,790,Sunny,Rainy,Holiday,Morning,Chole Bhature,99,16
8/23/2022,D,2779,8,266,Rainy,Rainy,Summer,Morning,Rasgulla,109,89
8/23/2022,E,2780,7,691,Rainy,Rainy,Summer,Morning,Chole Bhature,99,16
8/23/2022,D,2781,20,1659,Rainy,Rainy,Summer,Morning,Oats Pancakes,83,74
8/24/2022,C,2782,15,1472,Windy,Rainy,Holiday,Afternoon,"Dosa (Plain, Masala)",98,82
8/24/2022,A,2783,12,1506,Windy,Rainy,Holiday,Morning,Grilled Vegetable Sandwich,125,72
8/24/2022,D,2784,0,0,Windy,Rainy,Holiday,Afternoon,Kheer,109,24
8/25/2022,D,2785,9,573,Windy,Rainy,Spring,Evening,Aloo Tikki,108,88
8/25/2022,A,2786,20,1382,Windy,Rainy,Spring,Evening,Buttermilk (Chaas),104,84
8/25/2022,E,2787,16,998,Windy,Rainy,Spring,Morning,Milkshake (various flavors),103,83
8/26/2022,A,2788,19,683,Snowy,Rainy,Fall,Morning,Paneer Tikka,110,90
8/26/2022,C,2789,15,1325,Snowy,Rainy,Fall,Evening,Steamed Dumplings,88,59
8/26/2022,D,2790,5,70,Snowy,Rainy,Fall,Morning,Pav Bhaji,65,45
